path,git_commit,blob_sha_or_sha256,line_count,status,authority,purpose,conflicts
docs/5j/README.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,57f8c57e64569eb5a8421b4d5e089346333c69fa,37,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/PROTOCOL.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,fe02ec89dcb6f9f9137607ed8729009b5b375e3a,168,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/STATISTICAL_ANALYSIS_PLAN.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,8c90643985ade0dc2956d0aa9178772bd4c048d6,145,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/FAILURE_SEVERITY_SPEC.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,b00c373f53e605dd6e4987bb1aa8755d87b47bb0,142,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/DATA_AND_BASELINE_CONTRACT.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,0a98033754359a5d94afb9b948f1764b628b6722,144,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/PAYLOAD_FORMAT_V2.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,d44e90d96fcb07f1b3c9e115c6f11265fecfb333,111,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/PAYLOAD_SWEEP_SPEC.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,dd6a40e3097f80b308f5e158f659e886077006d6,95,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/RUNTIME_BINDING_AND_PLAN_FINALIZATION.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,67d8b0248598c44c157d49ae1f6bb90139688d94,202,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/WORKER_AUTOTUNING_SPEC.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,b10a20fabfbcdd5da9b477c3481af4c46475fec2,112,read_complete,mandatory_project_reference,required_full_reading,stale 32CPU/64GiB profile and max28; current author contract/server-control design require reviewed 48CPU/~124GiB profile with reserve4 and max44 boundary
docs/5j/SECURITY_BACKUP_POLICY.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,ff19fc907902fa7933fedf78f4868f333d518de2,111,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/IMPLEMENTATION_CHECKPOINT_CI_PLAN_READY_20260808.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,6fa2a5199a8f0742b4df7b9889635003290445ea,226,read_complete,mandatory_project_reference,required_full_reading,
docs/5j/IMPLEMENTATION_CHECKPOINT_DATASET_FROZEN_20260808.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,4750c41857b30e490637c9929bd730e172364ff5,114,read_complete,mandatory_project_reference,required_full_reading,
docs/FINAL_5J_IMPLEMENTATION_PLAN.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,5bc0d6dcbc71ee79b640f2671ca00807a68f6f5b,689,read_complete,mandatory_project_reference,required_full_reading,per-object remote backup language superseded by AUTHOR_DECISION_FINAL_BACKUP_ONLY and SECURITY_BACKUP_POLICY
.github/workflows/5j-runner-preflight.yml,53e8530a76c55936a3e350555ec1df4a8ca536ee,469f2ce11ca409d4820875a5fc645376f31915c3,84,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/.github/workflows/ci.yml,53e8530a76c55936a3e350555ec1df4a8ca536ee,817b187d176fe12c04bf8980ff4befde95d07928,20,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/.github/workflows/server-control.yml,53e8530a76c55936a3e350555ec1df4a8ca536ee,31d69a7f9daccf266a0bd147d3a8fe78f849f8ad,24,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/.github/workflows/server-health.yml,53e8530a76c55936a3e350555ec1df4a8ca536ee,9fdba3933c8811f14f60b4ce200af583a3895df5,19,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/README.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,7aad1e8830f775b7c712148d521be30cb7b68918,19,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/config/ctsteg-control.example.json,53e8530a76c55936a3e350555ec1df4a8ca536ee,9007caa6b2ba3c7e05a1f110bee15e8c8584cc0f,13,read_complete,current_implementation_or_test,server_control_plane_code_or_test,paths use /srv/ctsteg/final/* placeholders; author contract requires actual /srv/ctsteg/finalization artifacts
control_repo_template/docs/RUNNER_OPERATIONS.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,6eea13358dd4dd88ee69e095cd2dae25f2f0da66,88,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/requests/README.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,1b49b2a84d86ebea11467404d6116b8fc93b7764,7,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/server/ctsteg-control-final,53e8530a76c55936a3e350555ec1df4a8ca536ee,438aea3f78802f0978467e58e68a625cd7e1a0e1,17,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
control_repo_template/server/ctsteg-control-final.sudoers,53e8530a76c55936a3e350555ec1df4a8ca536ee,2228f9a9102e85244a0c7c40bc3d73f9f03535f7,1,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
docs/5j/IMPLEMENTATION_CHECKPOINT_BASELINES_RUNNER_ANALYSIS_20260806.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,6eca2c2818fa771fa5313162bda29f718d214c12,163,read_complete,checkpoint_or_runbook,orientation_context,
docs/5j/NEXT_RUNNER_IMPLEMENTATION.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,1424734eafbb5f5c72583e155ad19ddb70bb356b,91,read_complete,checkpoint_or_runbook,orientation_context,
docs/5j/RUNNER_CHECKPOINT_20260806.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,6ccb68eaed2f731dd26416a8a41eb8a555975939,147,read_complete,checkpoint_or_runbook,orientation_context,
docs/superpowers/plans/2026-08-10-ferdowsi-server-control-plane.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,886d164ab1c66e0cc575ec7373cea37744367942,632,read_complete,server_control_plane_plan,server_control_plane_full_reading,
docs/superpowers/specs/2026-08-10-ferdowsi-server-control-plane-amendment.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,05485b975dc8e3fddddd50dba8e2600261bced30,33,read_complete,server_control_plane_spec,server_control_plane_full_reading,
docs/superpowers/specs/2026-08-10-ferdowsi-server-control-plane-design.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,4664f019119e7ac3cbe3b8acfc0ccb78e6dd5028,126,read_complete,server_control_plane_spec,server_control_plane_full_reading,requires private repository-scoped self-hosted runner; current public branch also contains active self-hosted server-control workflow
docs/superpowers/specs/2026-08-10-ferdowsi-server-control-plane-trigger-amendment.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,d1e839b08bb8ec1197f22e6465e31270c30c9f73,27,read_complete,server_control_plane_spec,server_control_plane_full_reading,
requests/20260810T1108Z-health.json,53e8530a76c55936a3e350555ec1df4a8ca536ee,0b268498dddc585961c084891c6837795ce5865a,6,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
tests/test_5j_runner_preflight.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,7f47c178a09e8b87fe9101da116cf84cedceaeec,214,read_complete,current_implementation_or_test,server_control_plane_code_or_test,
docs/5j/AUTHOR_DECISION_FINAL_BACKUP_ONLY.md,53e8530a76c55936a3e350555ec1df4a8ca536ee,85cf0e47bdb9de3d2b185abc581f1e1146e1ff24,68,read_complete,explicit_author_decision,conflict_resolution_authority,
.github/workflows/server-control.yml,53e8530a76c55936a3e350555ec1df4a8ca536ee,c782ac980972b661785d3f55ce5e1b1c84ca9073,26,read_complete,current_implementation_or_test,server_control_plane_full_reading,"targets self-hosted ctsteg-ferdowsi-48 from public scientific repo, contrary approved private-control-repo design"
.github/workflows/server-control-template-ci.yml,53e8530a76c55936a3e350555ec1df4a8ca536ee,f5a67463fc502bbe2c58241ce493f2f42ddf97f4,27,read_complete,current_implementation_or_test,server_control_plane_full_reading,
control/__init__.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,read_complete,current_implementation_or_test,server_control_plane_full_reading,
control/dispatch.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,1597655224670ccbbf67a6403df9c7c0eca1f3d2,26,read_complete,current_implementation_or_test,server_control_plane_full_reading,
control/head_request.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,70016f9ec031a43523309efb5246e094aee9e6d1,86,read_complete,current_implementation_or_test,server_control_plane_full_reading,
control/operations.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,8b1db3749f9c3c2ddf88c83409ca5b4e17118b3f,246,read_complete,current_implementation_or_test,server_control_plane_full_reading,
control/request.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,d08092f5f7b178dd120ba0fa3738ec96e7017a18,66,read_complete,current_implementation_or_test,server_control_plane_full_reading,
control/run_request.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,51c8fb04e28d8d820e5b48be6092cfe087dc2da3,194,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_dispatch.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,c3828a9c14b0b680945cf169a65dff9f322d415c,65,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_head_request.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,ec200ec389795b2f78903a79a74011aa4f90604d,65,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_operations.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,12861cc596381ed8a93a7d82057cbbd4030f3d15,80,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_operations_cli.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,eb934f5cb756a208381c50205b0a67cff5fa1502,64,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_request.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,f043aa42057179ce9174990468219ba4dccc4a1b,62,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_run_request.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,9627af37619ea07d91430b46a549779f1fa28d37,58,read_complete,current_implementation_or_test,server_control_plane_full_reading,
tests/test_server_control_templates.py,53e8530a76c55936a3e350555ec1df4a8ca536ee,4cf3858ef3ae2ee8f049734ecb953f5da172956b,67,read_complete,current_implementation_or_test,server_control_plane_full_reading,
